github_url,stars
github.com/ucl-exoplanets/pylightcurve,40
github.com/ucl-exoplanets/taurex3,5
github.com/uclchem/chemulator,6
github.com/uclchem/spectralradex,18
github.com/ulebreui/shark,3
github.com/umbralcalc/foxi,0
github.com/umbralcalc/nfield,1
github.com/umbramortem/nprofit,1
github.com/undark-lab/albatross,7
github.com/undark-lab/sstrax,9
github.com/undark-lab/swyft,164
github.com/user29a/ccdlab,8
github.com/uwssg/aps,3
github.com/v-morello/clfd,18
github.com/v-morello/iqrm,11
github.com/v-morello/riptide,39
github.com/vaexio/vaex,8415
github.com/valar-hub/mmlphoto-z,1
github.com/valboz/rtmodel,12
github.com/valboz/vbbinarylensing,24
github.com/valboz/vbmicrolensing,15
github.com/valcin/be_happy,0
github.com/valerio-marra/calpriorsnia,7
github.com/valerio-marra/turbogl,0
github.com/vallima/prymordial,23
github.com/vallis/libstempo,32
github.com/vallis/mc3pta,9
github.com/vallis/synthlisa,16
github.com/varnani/pywd2015-qt5,11
github.com/varstardetect/varstardetect,3
github.com/vasilykokorev/stardust,2
github.com/vchristiaens/minds,0
github.com/vchristiaens/special,4
github.com/vchristiaens/vcal_sphere,3
github.com/vedantchandra/wdtools,17
github.com/venkateshgopinath/falcon-dns,0
github.com/veragluscevic/dmdd,13
github.com/veusz/veusz,959
github.com/vhaasteren/piccard,7
github.com/vidakris/flatwrm,6
github.com/vijayvarma392/surfinbh,23
github.com/vikalibrate/fortesfit,17
github.com/villrv/superraenn,1
github.com/vincentvaneylen/k2photometry,1
github.com/virtualplanetarylaboratory/atmos,57
github.com/virtualplanetarylaboratory/vplanet,148
github.com/visit-dav/visit,487
github.com/vmboehm/madlens,10
github.com/vmplacco/linemake,27
github.com/vojtech-sidorin/quickclump,3
github.com/vortex-exoplanet/vip,74
github.com/vosjo/speedyfit,17
github.com/vreverdy/magrathea,2
github.com/vreverdy/magrathea-pathfinder,0
github.com/vrodgom/statmorph,42
github.com/vspec-collab/vspec,2
github.com/vsquicciarini/madys,7
github.com/vsulis5357/sonification,0
github.com/vterron/lemon,64
github.com/wang-ruihui/a-live-homogeneous-database-of-solar-active-regions,5
github.com/wangbingjie/sbi_pp,29
github.com/warwick-plasma/lare3d,15
github.com/wathela/first-classifier,4
github.com/wathela/pymerger,0
github.com/waynebhayes/sparcfire,10
github.com/wchenastro/mosaic,9
github.com/wcoulton/compressedfisher,13
github.com/wdpozzo/raynest,6
github.com/webbjj/m2mcluster,5
github.com/websky-cita/xgpaint.jl,5
github.com/wen-jams/bsavi,1
github.com/wf4ever/astrotaverna,6
github.com/willvousden/ptemcee,60
github.com/winger/hawking_net,2
github.com/wokast/pycactus,10
github.com/wokast/reprimand,9
github.com/wordsworthgroup/mars_redox_2021,4
github.com/wpb-astro/mcsed,3
github.com/wullm/fastdf,3
github.com/wullm/zwindstroom,1
github.com/xastprl/darsakx,2
github.com/xdqso/xdqso,2
github.com/xephem/xephem,183
github.com/xfangcosmo/2dfftlog,6
github.com/xfangcosmo/fftlog-and-beyond,20
github.com/xgds/xgds_core,1
github.com/xgi-msu/pyimrphenomd,10
github.com/xgi-msu/wdmwavelettransforms,11
github.com/xinglunju/pyamor,4
github.com/xpsi-group/xpsi,41
github.com/xraypy/xraylarch,154
github.com/xstarkit/mpi_xstar,9
github.com/xychcz/s3fit,4
github.com/xzackli/wignerfamilies.jl,12
github.com/yair111/analyticlc,5
github.com/yangxiaolinyn/lemon,10
github.com/yanliang-astro/aestra,8
github.com/yapenzhang/excalibuhr,7
github.com/yash-10/beta-sgp,0
github.com/yash-10/periodogram-comparison-optimize-planet-detection,0
github.com/ybillchen/particle_spray,8
github.com/ycwu1030/evoemd,5
github.com/yfperezg/frisbhee,10
github.com/yi-jia-li/cue,15
github.com/yihanwangastro/spacehub,9
github.com/yinanzhao21/soap_gpu,3
github.com/ymaan4/rficlean,18
github.com/yongsukyee/uncertain_blackholemass,2
github.com/youngjookim/sdr,0
github.com/ypmen/pulsarx,19
github.com/yqiuu/spectuner,5
github.com/yqiuu/starduster,4
github.com/ysovar/ysovar,7
github.com/ytree-project/ytree,16
github.com/yuguangchen1/kcwikit,8
github.com/yuhaoran/cube,3
github.com/yuliang419/astronet-triage,36
github.com/yuliang419/astronet-vetting,16
github.com/yungkipreos/min-calm,1
github.com/ywx649999311/eztao,23
github.com/ywx649999311/vizic,13
github.com/yymao/abundancematching,6
github.com/zachetienne/nrpytutorial,101
github.com/zafiirah13/meercrab,7
github.com/zblz/naima,50
github.com/zclaytor/butterpy,16
github.com/zclaytor/kiauhoku,21
github.com/zenitani/openmhd,55
github.com/zgazak/tap,5
github.com/zhang-zhixiang/stellarspecmodel,3
github.com/zhangyk8/sconce-scms,2
github.com/zhangzzk/forklens,3
github.com/zheng-lh/uber,4
github.com/ziotom78/dacapo_calibration,1
github.com/ziotom78/healpix.jl,55
github.com/ziotom78/polycomp,0
github.com/zkdtc/mlc_elgs,9
github.com/zoglauer/megalib,45
github.com/zonca/dst,0
github.com/zonca/python-qucs,24
github.com/zooniverse/starpy,4
github.com/zpenoyre/causticfrog,1
github.com/zpenoyre/oot,3
github.com/zstone19/pypetal,11
